category,company,employment_type,job_description,job_requirement,job_skills,job_title,job_uuid,location,salary_max,salary_min,seniority,job_requirement_nn,job_description_nn,job_requirement_nnp,job_description_nnp,job_requirement_vb,job_description_vb,latitude,longtitude,job_experience,job_degree
Engineering ...,PROPERTYGURU PTE. LTD.,Permanent ,"Our websites attract more than 100 million monthly page-views which result in non-stop massive click-stream for behaviour data with around 130 million of users. As a result, Property. Guru has the most comprehensive data for property supply and demand in Southeast Asia.Our Data Science team is empowered to build unique and compelling user experiences using machine learning and data.Your work will be to design, develop, support and maintain our existing infrastructure and democratizing data access within and outside the company. Your work will support the following areas:Real time streaming infrastructure:Enable teams to move quickly and get accurate information to the right people with minimum delay would be the key focus of the data engineering team. Advance our streaming platform which allows easy development of the streaming applications. Interactive Data Analytics:Query the data and compute the aggregates on various dimensions to support the various decisions made on the data and machine learning products that are built around it. Infrastructure management:Help manage multiple terabyte-scale clusters, easy-to-use systems to handle security and replication are in development. Data workflow management:Use Airflow and Azkaban to schedule data related workflows supporting various analytical and machine learning workloads. Machine learning infrastructure:Developthe end-to-end platformthat will allow us to develop and deploy various machine learning models into the Property. Guru websites and apps with ease. Data engineers play a very big role in this platform development and has the potential to significantly cut down the development time of the machine learning models.","Bachelor’s degree in IT or relevant field. Alternatively, lesser qualifications with strong experience in machine learning will also be considered2+ years of industry experience in working with terabyte scale datasets. Working knowledge of relational databases and query authoring (SQL)Experience with data workflow management tools such as Azkaban, Airflow. Ability to write high performance quality code. Experience in Python is a must. Other equivalent languages like C++, Java, Go, Scala is a plus.Experience with open source technologies like Kafka, Presto and Spark would be a plus. Awareness of various cloud-based solutions such as AWS Redshift, Google Big Query, Qubole is a plus. Visit us at:.htps://www.propertygurugroup.com/.","Data Analysis, SQL, Microsoft Excel, Microsoft Office, Analysis, Databases, Business Analysis, Data Mining, Business Intelligence, Project Management, Statistics, SAS, Research, R, Access, Analytics, Management, PowerPoint, SPSS, Matlab",Data Engineer,82e462a13cadc477f93d57ad6812d1d1,Central,7000,5000,Professional ...,Bachelor s degree IT field qualifications experience machine learning years industry experience terabyte scale datasets knowledge databases query ) Experience data workflow management tools Azkaban Airflow Ability performance quality code Experience Python languages C++ Java Go Scala plus.Experience source technologies Kafka Presto Spark plus Awareness solutions AWS Redshift Google Big Query Qubole plus .htps //www.propertygurugroup.com/,websites page-views click-stream behaviour data users result Property Guru data property supply demand Southeast Asia.Our Data Science team user experiences machine learning data.Your work infrastructure data access company work areas time streaming infrastructure teams information people delay focus data engineering team Advance streaming platform development streaming applications Interactive Data Analytics Query data aggregates dimensions decisions data machine learning products Infrastructure management clusters systems security replication development Data workflow management Use Airflow Azkaban data workflows machine learning workloads Machine learning infrastructure platformthat machine models Property Guru websites apps ease Data engineers role platform development potential development time machine learning models,IT Azkaban Airflow Python C++ Java Go Scala Kafka Presto Spark AWS Redshift Google Big Query Qubole,Property Guru Southeast Asia.Our Data Science Advance Interactive Data Analytics Query Data Use Airflow Azkaban Machine Property Guru Data,be working Working authoring write is is be is Visit,attract result has is empowered build using be design develop support maintain existing democratizing support Enable move get be allows compute support made are built Help manage handle are schedule related supporting allow develop deploy learning play has cut,1.300212928,103.8372865,2,Bachelor
Engineering ...,PROPERTYGURU PTE. LTD.,Permanent ,"Our websites attract more than 100 million monthly page-views which result in non-stop massive click-stream for behaviour data with around 130 million of users. As a result, Property. Guru has the most comprehensive data for property supply and demand in Southeast Asia.Our Data Science team is empowered to build unique and compelling user experiences using machine learning and data.Your work will be to design, develop, support and maintain our existing infrastructure and democratizing data access within and outside the company. Your work will support the following areas:Real time streaming infrastructure:Enable teams to move quickly and get accurate information to the right people with minimum delay would be the key focus of the data engineering team. Advance our streaming platform which allows easy development of the streaming applications. Interactive Data Analytics:Query the data and compute the aggregates on various dimensions to support the various decisions made on the data and machine learning products that are built around it. Infrastructure management:Help manage multiple terabyte-scale clusters, easy-to-use systems to handle security and replication are in development. Data workflow management:Use Airflow and Azkaban to schedule data related workflows supporting various analytical and machine learning workloads. Machine learning infrastructure:Developthe end-to-end platformthat will allow us to develop and deploy various machine learning models into the Property. Guru websites and apps with ease. Data engineers play a very big role in this platform development and has the potential to significantly cut down the development time of the machine learning models.","Bachelor’s degree in IT or relevant field. Alternatively, lesser qualifications with strong experience in machine learning will also be considered2+ years of industry experience in working with terabyte scale datasets. Working knowledge of relational databases and query authoring (SQL)Experience with data workflow management tools such as Azkaban, Airflow. Ability to write high performance quality code. Experience in Python is a must. Other equivalent languages like C++, Java, Go, Scala is a plus.Experience with open source technologies like Kafka, Presto and Spark would be a plus. Awareness of various cloud-based solutions such as AWS Redshift, Google Big Query, Qubole is a plus. Visit us at:.htps://www.propertygurugroup.com/.","Data Analysis, SQL, Microsoft Excel, Microsoft Office, Analysis, Databases, Business Analysis, Data Mining, Business Intelligence, Project Management, Statistics, SAS, Research, R, Access, Analytics, Management, PowerPoint, SPSS, Matlab",Data Engineer,763708ca5a581db4389a766ef71654a0,Central,9000,7000,Professional ...,Bachelor s degree IT field qualifications experience machine learning years industry experience terabyte scale datasets knowledge databases query ) Experience data workflow management tools Azkaban Airflow Ability performance quality code Experience Python languages C++ Java Go Scala plus.Experience source technologies Kafka Presto Spark plus Awareness solutions AWS Redshift Google Big Query Qubole plus .htps //www.propertygurugroup.com/,websites page-views click-stream behaviour data users result Property Guru data property supply demand Southeast Asia.Our Data Science team user experiences machine learning data.Your work infrastructure data access company work areas time streaming infrastructure teams information people delay focus data engineering team Advance streaming platform development streaming applications Interactive Data Analytics Query data aggregates dimensions decisions data machine learning products Infrastructure management clusters systems security replication development Data workflow management Use Airflow Azkaban data workflows machine learning workloads Machine learning infrastructure platformthat machine models Property Guru websites apps ease Data engineers role platform development potential development time machine learning models,IT Azkaban Airflow Python C++ Java Go Scala Kafka Presto Spark AWS Redshift Google Big Query Qubole,Property Guru Southeast Asia.Our Data Science Advance Interactive Data Analytics Query Data Use Airflow Azkaban Machine Property Guru Data,be working Working authoring write is is be is Visit,attract result has is empowered build using be design develop support maintain existing democratizing support Enable move get be allows compute support made are built Help manage handle are schedule related supporting allow develop deploy learning play has cut,1.300212928,103.8372865,2,Bachelor
"Accounting ,Auditing ,Taxation",ERNST & YOUNG ADVISORY PTE. LTD.,Permanent ,"Join Fraud Investigation & Dispute Services (FIDS) within Assurance and you will help clients work through complex issues of fraud, regulatory compliance and business disputes. You will be part of a multidisciplinary, culturally aligned team that works with clients and their legal advisors.The opportunity. You will experience ongoing professional development through diverse experiences, world-class learning and individually tailored coaching. That’s how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities. Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.Skills and attributes for success. Work on client engagement teams in carrying out both reactive and proactive forensic analysis of large amounts of structured and unstructured data involving a wide range of database management software, statistical and predictive machine learning software, and link analysis and data visualization software.Involve in project activities including data collection and load, data quality assessment, data cleansing and enhancing, complex data transformation, relationship profiling, sampling and extrapolation, segmentation, statistical modelling, segmentation, structured data mining, text mining and analytical matching.Work in our specialist forensic technology data analytics lab and on site to help clients leverage knowledge from their data for measurement of fraud risks and losses, prevention, continuous monitoring, detection and investigation of occupational fraud, waste and abuse, financial crime and other form non-compliant activities.Work with clients, fraud examiners, internal and external auditors, lawyers and regulatory authorities in sometimes sensitive and adversarial situations.Help to prepare sections of expert reports, including review, analysis and verification of evidence data and identifying key issues.Be willing to learn, and with time develop and improve leading edge methodologies applied to forensic data analytics engagement that are both reactive and proactive.","To qualify for the role you must have. Strong academic record with a degree in a relevant field. At least eight years of experience in auditing, forensic accounting, investigation or litigation support.Candidates with compliance experience within Life Science industry is encouraged to apply. Ability to run forensic assignments across multiple jurisdictions. Experience in case management and managing portfolio of clientsA team player with an investigative mindset. Strong analytical and problem-solving skills. Excellent command of spoken and written English. Traveling expected. What we look for. We’re interested in leaders with a genuine creative vision and the confidence to make it happen. You can expect plenty of autonomy in this role, so you’ll also need the ability to take initiative and seek out opportunities to improve our current relationships and processes. If you’re serious about forensic investigations and ready to take on some of our clients’ most complex issues, this role is for you.What working at EY offersEY offers a competitive remuneration package where you’ll be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements. Plus, we offer:Support, coaching and feedback from some of the most engaging colleagues around. Opportunities to develop new skills and progress your career. The freedom and flexibility to handle your role in a way that’s right for you. About EYAs a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.If you can confidently demonstrate that you meet the criteria.above, please contact us as soon as possible.Join us in building a better working world. Apply now.","Accounting, Microsoft Excel, Microsoft Word, General Ledger, Microsoft Office, Account Reconciliation, Budgets, Outlook, PowerPoint, Accounts Payable, Customer Service, Accounts Receivable, Payroll, Financial Analysis, Financial Reporting, Management, Auditing, Financial Statements, Journal Entries, QuickBooks","Fraud Investigation & Dispute Services (FIDS) Senior Manager, Assurance Services, Singapore",c59d6037f441a5b3b43ca4daff84806a,Central,16000,8000,Manager,role record degree field years experience auditing accounting investigation litigation support.Candidates compliance experience Life Science industry Ability assignments jurisdictions Experience case management portfolio clientsA team player mindset skills command English leaders vision confidence plenty autonomy role ability initiative opportunities relationships processes investigations clients issues role you.What EY offersEY remuneration package individual team performance employer arrangements Plus Support coaching feedback colleagues Opportunities skills career freedom flexibility role way s EYAs leader assurance tax transaction advisory services people field working world culture training opportunities freedom things EY experience lifetime.If criteria.above contact possible.Join working world,Fraud Investigation Dispute Services Assurance clients issues fraud compliance business disputes part team clients advisors.The opportunity development experiences learning coaching s leaders promises stakeholders role working world people clients communities Sound Well beginning EY experience lifetime.Skills attributes success client engagement teams analysis amounts data range database management software machine learning software link analysis data visualization software.Involve project activities data collection load data quality assessment data data transformation relationship profiling sampling extrapolation segmentation modelling segmentation data mining text mining matching.Work technology data analytics lab site clients leverage knowledge data measurement fraud risks losses prevention monitoring detection investigation fraud waste abuse crime form activities.Work clients fraud examiners auditors lawyers authorities situations.Help sections expert reports review analysis verification evidence data issues.Be time edge methodologies data analytics engagement,Life Science English Plus Opportunities,Fraud Investigation Dispute Services Assurance Sound Well,qualify have is encouraged apply run managing spoken written Traveling expected look make happen expect need take seek improve take ’ is working offers be rewarded are committed being are consider working offer develop progress handle hire develop help build starts believes giving make join stay lasts demonstrate meet please building,Join help work be aligned works experience tailored develop team deliver doing play building is join stay lasts Work carrying involving including cleansing enhancing help prepare including identifying learn develop improve leading applied are,1.280894779,103.8516771,8,
"Sciences ,Laboratory ,R&D",A*STAR RESEARCH ENTITIES,Contract ,"The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy. .For more information about A*STAR, please visit: www.a-star.edu.sg•Develop expertise and technology ownership in process monitoring, preventive maintenance and machine learning for sub-surface enhancement processes.•Drive collaborative and in-house projects to advance and expand internal capabilities.•Lead and deliver projects with industry members to develop production-ready solutions.•Design and execute technical plan to fulfil project objectives and deliverables.•Clearly communicate technical details to customers from both technical and business background.•Report and disseminate technical findings internally within ARTC and externally t:o industry members, scientific community or professional .bodies.•Guide junior engineers and assistant engineers in technical development.","Bachelor or Master's Degree in physical sciences or engineering.Proven track record in building practical solutions that work and been implemented.An independent learner and thinker with an inquistive mind5+ years experience in manufactur1ng-related or applied technology development work. Technical knowledge in manutactur1ng processes and specialise in sensor selection, process monitoring, data-processing, interpret data in physic and data-driven based.Constantly seek to develop him/herself. The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.","Matlab, Algorithms, C++, Machine Learning, C, Python, Java, Simulations, Linux, Software Engineering, Programming, R&D, Computer Science, LaTeX, Engineering, Image Processing, Signal Processing, Software Development, Data Mining, Research",Research Engineer / Senior Research Engineer (ARTC),cec1905d6444838c2d7108c1a04049a3,West,5000,2500,Executive,Bachelor Master Degree sciences track record solutions work learner thinker years experience technology development work Technical knowledge manutactur1ng processes sensor selection process monitoring data-processing data based.Constantly him/herself eligibility criteria A*STAR selection criteria recruitment policies policies time time notice candidates,Agency Science Technology Research ( A*STAR ) Singapore sector agency research talent growth Singapore innovation economy information A*STAR visit www.a-star.edu.sg•Develop expertise technology ownership process monitoring maintenance machine learning enhancement processes.•Drive projects capabilities.•Lead projects industry members solutions.•Design plan project objectives deliverables.•Clearly details customers business background.•Report findings ARTC t o industry members community .bodies.•Guide junior engineers assistant engineers development,Technical,Agency Science Technology Research ( A*STAR ) Singapore Singapore ARTC,building been specialise interpret seek develop are include based be amended regret shortlisted be notified,is fosters drive transform .For please advance expand deliver develop execute fulfil communicate disseminate,1.285406568,103.8505675,5,"Bachelor, Master"
"Sciences ,Laboratory ,R&D",A*STAR RESEARCH ENTITIES,Contract ,"Specialize in applying data analytics, machine learning, and data mining technology in power system analysis.Specialize in data collection, database technology and data modeling system/product design.Specialize in power system economics and planning, optimization and economic dispatch.Familiar with PLC application, power grid communication technology.Familiar with actual grid operation and energy management/SCADA system.Familiar with standard/codes or practical experience in modern power system such as Microgrid and smartgrid, energy storage system would be advantageous.To support industry projects, research grant call projects and internal projects in power system related topics.To prepare detailed technical analysis reports as required.To work with team member for experimentation of research work at EPGC facility.","PhD in Power System operation and analysis or Computer Science3-4 years' research and/or industry experience in big data analytics related to power system operation and optimization. Knowledge in power market operation and optimization. Knowledgeable in database language and design e.g. MS SQL database.Proficiency in data analytics programming language e.g. R, C/C++, Python, MATLAB.Effective learning, communication and project management skills. Ability to work with a team. Willing to work in Jurong Island. (Shuttle-buses are available at various locations)The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.","R&D, Molecular Biology, Biotechnology, Lifesciences, Biochemistry, Science, Drug Discovery, Research, Cell Culture, Algorithms, Matlab, Machine Learning, Pharmaceutical Industry, Cell Biology, Chemistry, Protein Chemistry, Simulations, Assay Development, Data Analysis, Drug Development","Scientist (Power System Analytics), EPGC",d2da04bb4033006cb580fc80e752fa9e,West,11800,5900,Non-executive,PhD Power System operation analysis Computer Science3-4 years research industry experience data analytics power system operation optimization Knowledge power market operation optimization database language design e.g MS SQL database.Proficiency data analytics programming language e.g R C/C++ Python learning communication project management skills Ability team Jurong Island locations eligibility criteria A*STAR selection criteria recruitment policies policies time time notice candidates,data analytics machine learning data mining technology power system analysis.Specialize data collection database technology data modeling system/product design.Specialize power system economics planning optimization dispatch.Familiar PLC application power grid communication technology.Familiar grid operation energy management/SCADA system.Familiar standard/codes experience power system Microgrid smartgrid energy storage system support industry projects research grant call projects projects power system topics.To analysis reports required.To work team member experimentation research work EPGC facility,Power System C/C++ Python Jurong Island,,related work work are ) are include based be amended regret shortlisted be notified,Specialize applying be prepare,1.285406568,103.8505675,,"Master, PhD"
Engineering ...,Company Undisclosed,Permanent ,"About The Role. As IAG focuses on creating an organisation that is customer-led and data-driven, the Data Scientist is a fundamental role in delivering the data science on which IAG's future decisions will be built. You will contribute to Data Sciences activities and will be an advocate for glob. As IAG looks to become more data driven, it is critical that this transformation is conducted in a technically robust manner. This position plays a key role in bringing the change about.You will participate in (some or all of) design and analysis of in-market experiments around pricing and direct/digital marketing, longitudinal studies of customer experience and behaviour, risk cost modelling using both traditional and modern techniques across a range of products, determination of optimal commercial rates, fraud analytics, development of an increasingly detailed understanding of the impact of natural perils as well as evaluation of a wide range of initiatives to improve efficiency of internal operations. The list is far from exhaustive as opportunities for analytics are limited only by our own imagination.You will actively educate junior colleagues about the benefits of analytical and experimental approach. You will support conversations with our operating businesses and the Business Focussed Teams, ensuring valuable opportunities are pursued.You will provide mentoring and guidance for junior data scientists and analysts via projects, peer reviews and occasional educational sessions as a key part of your role.Role Responsibilities. Coordinate / deliver analytics projects. You will be a key member of a broad range of analytics projects that will unlock immediate value for IAG.Types of projects may include, depending on your skills and preferences:Designing, implementing and running of in market experiments across a range of customer experiences, then analysing the results and devising personalisation strategies to put into the market at key touch points.Risk cost estimation using a variety of statistical, actuarial and machine learning techniques,Natural peril modelling / pricing. Determination / impact analysis of commercial rates. Marketing analytics for direct/digital including uplift modelling/optimisation. Operational analytics and fraud detection. Helping to design any IT implementation required to enable the above to be executed. Producing visualisations and reports that can be presented to key stakeholders. Ensuring the approaches used are repeatable and automated wherever possible. Following appropriate model validation protocols, from cross validation to in-market testing to peer review, depending on the circumstances. Mentor colleagues and foster a knowledge driven high performance culture. You will actively help to educate the wider team which will involve:Guiding project members in their work, particularly where new techniques are being adopted. Peer reviewing work to ensure it is of suitable quality, working with colleagues to ensure continuous improvement. Coaching and mentoring more junior colleagues to ensure their ongoing technical and leadership development. Provide opportunities for people to learn across the division, including leading and participating in internal educational sessions. Help foster the right culture and a diverse work environment that encourages people to join and inspires people to stay.Nurture and develop talent so that people are continually learning and always operating at their best.Role model the right ethics, values and principle based approaches to ensure our business is sustainable for the future. Ensure IAG’s behavioural requirements are upheld at all times. Providing assistance and guidance to junior colleagues taking exams and qualifications. Help to run internal 'hackathon' style sessions. Pursue analytics innovation. It is essential that we keep thinking about what are the most valuable applications of analytics / data science for the business.You will be continuously on the lookout and recommending new opportunities and process improvements.You will participate in study sessions / reading groups / community of practice events, independent or guided study or independent research in the areas you want to develop.","These are the skills and experience we are looking for. Experience in manipulating, processing and extracting value from large disconnected datasets, building predictive and machine learning model, visualization of insights, and model development lifecycle. Programming skills in languages like SQL, Python and relevant packages (like numpy and pandas. Experience in processing Gigabytes of structured and unstructured data in a distributed computing environment using Py. Spark or Scala. Experience with AWS or GCP distributed data tooling or machine learning stacks. Advanced in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimisation algorithms.Advanced knowledge of analytics concepts and practices, whether it is traditional statistics, machine learning or NLP and image recognition using deep learning on Tensorflow. Proven ability to coach, mentor and develop junior colleagues to ensure their ongoing technical and leadership development. Advanced communication in order to discuss complex information, analysis and findings to technical, and non-technical audiences. Collaborate closely with Analytics, Engineering, and Products teams by demonstrating cross-functional resource interaction to deliver ML models. Experience with traditional actuarial pricing methods for general insurance classes, including reserving techniques.Insurance industry domain expertise and familiarity with relevant legislation and the regulatory environment.Advanced understanding of geospatial data related technologies.Experience scoping/running analytics projects. Experience in AWS serverless architecture, microservices architecture, container deployment. Experience in building analytics applications for deployment in real or near real time. Master's Degree or PhD in Statistics, Actuarial Science, Finance, Mathematics, Computer Science, Engineering, Physics, Economics or other relevant technical field;.","Analytics, Data Analysis, Analysis, Statistical Modeling, Web Analytics, Predictive Analytics, Predictive Modeling, Data Mining, Strategy, Segmentation, SAS, Customer Insight, Online Advertising, Business Analytics, Digital Marketing, E-commerce, Google Analytics, Omniture, Business Intelligence, Digital Strategy",Data Scientist,972f2d0cd68c45fbf7d50920fc229036,Central,12000,7000,Professional,skills experience Experience value datasets machine learning model visualization insights model development lifecycle skills languages SQL Python packages numpy pandas Experience Gigabytes data computing environment Py Spark Scala Experience AWS GCP data tooling machine learning stacks Advanced analysis analytics analytics testing optimisation knowledge analytics concepts practices statistics machine learning NLP image recognition learning Tensorflow Proven ability coach mentor colleagues leadership development Advanced communication order information analysis findings audiences Analytics Engineering Products teams resource interaction ML models Experience pricing methods insurance classes techniques.Insurance industry domain expertise familiarity legislation understanding data technologies.Experience scoping/running analytics projects Experience architecture microservices architecture container deployment Experience building analytics applications deployment time Master Degree PhD Statistics Actuarial Science Finance Mathematics Computer Science Engineering Physics Economics field,Role IAG organisation Data Scientist role data science IAG decisions Data Sciences activities advocate glob IAG data transformation manner position role change about.You ( ) design analysis experiments pricing marketing studies customer experience behaviour risk cost modelling techniques range products determination rates fraud analytics development understanding impact perils evaluation range initiatives efficiency operations list opportunities analytics imagination.You colleagues benefits approach conversations operating businesses Business Focussed Teams opportunities pursued.You mentoring guidance data scientists analysts projects reviews sessions part role.Role Responsibilities analytics projects member range analytics projects value IAG.Types projects skills preferences Designing market experiments range customer experiences results personalisation strategies market touch points.Risk cost estimation variety machine learning techniques Natural peril modelling pricing Determination impact analysis rates Marketing analytics uplift modelling/optimisation analytics fraud detection IT implementation Producing visualisations reports stakeholders approaches model validation protocols validation testing review circumstances Mentor colleagues knowledge performance culture team project members work techniques work quality colleagues improvement colleagues leadership development opportunities people division sessions culture work environment people people talent people best.Role model ethics values principle approaches business future s behavioural requirements times assistance guidance colleagues exams qualifications 'hackathon style sessions analytics innovation applications analytics data science business.You lookout opportunities process improvements.You study sessions reading groups community practice events study research areas,SQL Python Py Spark Scala AWS GCP Advanced Tensorflow Proven Advanced Analytics Engineering Products Master Statistics Actuarial Science Finance Mathematics Computer Science Engineering Economics,IAG Data Scientist IAG Data Sciences IAG ( Business Focussed Teams pursued.You Designing Natural Marketing IT Producing Mentor,are are looking manipulating processing extracting disconnected building Programming ( processing distributed using distributed is using develop ensure discuss Collaborate demonstrating deliver including reserving related,focuses creating is is delivering be built contribute be looks become driven is is conducted plays bringing participate using improve is are limited educate support ensuring are provide peer deliver be unlock include depending implementing running analysing devising put using including Helping design required enable be executed be presented Ensuring used are Following peer depending foster driven help educate involve Guiding are being adopted Peer reviewing ensure is working ensure Coaching mentoring ensure Provide learn including leading participating Help foster encourages join inspires stay.Nurture develop are learning operating based ensure is Ensure are upheld Providing taking Help run Pursue is keep thinking are be recommending participate guided want develop,1.279468112,103.8537496,,"Master, PhD"
"Public ,Civil Service",Smart Nation and Digital Government Office,Full Time,"The Smart Nation and Digital Government Office (SNDGO), under the Prime Minister’s Office (PMO) plans and prioritizes key Smart Nation and digital government projects, raises the standards of Government ICT and services, builds long-term capabilities for the public sector, and promotes adoption and participation in digital and smart innovations. It takes a whole-of-nation effort, and we will actively engage the public, the industry and fellow agencies as we build a Smart Nation together.Responsibilities. Reporting to the Deputy Director,you will be part of the. Capability Building Directorate at SNDGO.The team focuses on formulating and executing plans to build up the needed level of talent and manpower within the Singapore Public Service for digital capabilities. The directorate also works on defining key Whole-of-Government research and technology thrusts and roadmaps, and oversees engagements with relevant research institutes for digital technologies. Lastly, the team will also oversee the strategic engagements to deepen capabilities and partnership with key suppliers of Government IT, together with the Government Technology Agency (Gov. Tech).You will be part of the whole of nation movement to drive the Smart Nation endeavour and define the future of Singapore. You will enjoy a fulfilling career and gain meaningful experiences in the following areas of work:Formulation and execution oftalent attraction, development and managementframeworks to deepen ICT capabilities within Government.Developcompetency frameworksfor ICT and Smart System capabilities such as data science, cybersecurity, sensors and IoT, application development and ICT infrastructure. Develop thewhole-of-government (WOG) experienceand instincts throughcollaborationwith agencies such as Gov. Tech, Cyber Security Agency and Info. Comm and Media Development Authority.Requirements. We are in search of motivated individuals who share the following traits and experience:Value integrity, collaborative teamwork and take pride in going the extra mile to provide excellent service. Strong passion in shaping Singapore into a Smart Nation. At least 2 years of experience in policy formulation and reviews. Experience in conceptualising and implementing talent development strategies or digital-related fields as such analytics/machine learning, network communications (this is advantageous but not a requirement)Strong communication and interpersonal skills to engage a wide spectrum of external and internal stakeholders; including multi-agency and inter-departmental teams. Excellent written communication skills. Resourceful and proactive. Analytical and creative, with an eye for detail. Only shortlisted applicants will be notified within 2 weeks after closing date.Successful candidates will be offered a 2-year contract in the first instance.","We are in search of motivated individuals who share the following traits and experience:Value integrity, collaborative teamwork and take pride in going the extra mile to provide excellent service. Strong passion in shaping Singapore into a Smart Nation. At least 2 years of experience in policy formulation and reviews. Experience in conceptualising and implementing talent development strategies or digital-related fields as such analytics/machine learning, network communications (this is advantageous but not a requirement)Strong communication and interpersonal skills to engage a wide spectrum of external and internal stakeholders; including multi-agency and inter-departmental teams. Excellent written communication skills. Resourceful and proactive. Analytical and creative, with an eye for detail. Only shortlisted applicants will be notified within 2 weeks after closing date.Successful candidates will be offered a 2-year contract in the first instance.","Human Resources, Employee Relations, Recruiting, Onboarding, Performance Management, HRIS, Talent Acquisition, Talent Management, Employee Benefits, Personnel Management, Benefits Administration, Training, Deferred Compensation, Employee Engagement, New Hire Orientations, Succession Planning, Interviews, HR Policies, Applicant Tracking Systems, Management",Manager  /  Senior Manager (Talent and Manpower),cb3cb0fd4276956c30baab4084802b3a,,0,0,,search individuals traits experience Value integrity teamwork pride mile service passion Singapore Smart Nation years experience policy formulation reviews Experience talent development strategies fields analytics/machine learning network communications requirement ) communication skills spectrum stakeholders teams communication skills Analytical eye detail applicants weeks date.Successful candidates contract instance,Smart Nation Digital Government Office ( SNDGO ) Prime Minister ’ s Office ( PMO ) Smart Nation government projects standards Government ICT services capabilities sector adoption participation innovations effort public industry agencies Smart Nation together.Responsibilities Reporting Deputy Director part Capability Building Directorate SNDGO.The team plans level talent manpower Singapore Public Service capabilities directorate research technology thrusts roadmaps engagements research institutes technologies team engagements capabilities partnership suppliers Government IT Government Technology Agency ( Gov Tech ) .You part whole nation movement Smart Nation endeavour future Singapore career gain experiences areas work Formulation execution attraction development managementframeworks ICT capabilities Government.Developcompetency frameworksfor ICT Smart System capabilities data science cybersecurity sensors IoT application development ICT infrastructure ( WOG ) experienceand instincts agencies Gov Tech Cyber Security Agency Info Comm Media Development Authority.Requirements search individuals traits experience Value integrity teamwork pride mile service passion Singapore Smart Nation years experience policy formulation reviews Experience talent development strategies fields analytics/machine learning network communications requirement ) communication skills spectrum stakeholders teams communication skills Analytical eye detail applicants weeks date.Successful candidates contract instance,Value Singapore Smart Nation Analytical date.Successful,Smart Nation Digital Government Office ( SNDGO ) Prime Minister ’ Office ( PMO ) Smart Government ICT Smart Reporting Deputy Director Singapore Public Service Government IT Government Technology Agency ( Gov Tech ) .You Smart Nation Singapore Formulation ICT ICT Smart System Gov Tech Cyber Security Agency Info Comm Media Development Authority.Requirements Value Singapore Smart Nation Analytical date.Successful,are share take going provide shaping conceptualising implementing ( is engage including written shortlisted be notified closing be offered,plans prioritizes raises builds promotes takes engage build be focuses formulating executing build needed works defining oversees oversee deepen be drive define enjoy fulfilling deepen Develop throughcollaborationwith are share take going provide shaping conceptualising implementing ( is engage including written shortlisted be notified closing be offered,,,2,
